text,spam,
"Subject: failure notice  hi . this is the qmail - send program at gigas . keys . be .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  this address no longer accepts mail .  - - - below this line is a copy of the message .  return - path :  received : ( qmail 10006 invoked from network ) ; 19 jul 2005 10 : 57 : 35 - 0000  received : from unknown ( helo mailwisconsin . com ) ( 220 . 162 . 170 . 32 )  by gigas . keys . be with smtp ; 19 jul 2005 10 : 57 : 35 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 24815823 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : info @ deboel . net  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbeiivable !",1,
"Subject: failure notice  hi . this is the qmail - send program at mail - 03 . cdsnet . net .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  sorry , i couldn ' t find any host named bb . internetcds . com . ( # 5 . 1 . 2 )  - - - below this line is a copy of the message .  return - path :  received : ( qmail 50355 invoked by alias ) ; 19 jul 2005 10 : 58 : 51 - 0000  delivered - to : nic - notify @ internetcds . com  received : ( qmail 50352 invoked from network ) ; 19 jul 2005 10 : 58 : 51 - 0000  received : from unknown ( helo localhost ) ( 127 . 0 . 0 . 1 )  by mail - 03 . cdsnet . net with smtp ; 19 jul 2005 10 : 58 : 51 - 0000  received : from mail - 03 . cdsnet . net ( [ 127 . 0 . 0 . 1 ] )  by localhost ( mail - 03 . cdsnet . net [ 127 . 0 . 0 . 1 ] ) ( amavisd - new , port 10024 )  with smtp id 46679 - 09 for ;  tue , 19 jul 2005 03 : 58 : 51 - 0700 ( pdt )  received : ( qmail 50346 invoked from network ) ; 19 jul 2005 10 : 58 : 50 - 0000  received : from yahoobb 220056020109 . bbtec . net ( helo mailwisconsin . com ) ( 220 . 56 . 20 . 109 )  by mail - 03 . cdsnet . net with smtp ; 19 jul 2005 10 : 58 : 50 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 09360462 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : nic - notify @ internetcds . com  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  x - virus - scanned : by amavisd - new at internetcds . com  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbelivabie !",1,
"Subject: feedback from your espeak  vince :  i had a phone call from joe phelan late yesterday . he was thrilled that you  had answered his question so thoroughly . i ' ve talked to a few other people  who really got a lot out of your session , including someone who wants to come  work for you !  thanks , again , for giving us some of your time .  - er",0,
"Subject: financial maths course , part 2  vince ,  just in case , here is a draft copy of the event for you to refer to .  paul  - finmathmail . doc",0,
"Subject: focus group invitation - supervisors  vince ,  the associate & analyst programs are conducting focus group sessions to  gather feedback regarding the mid - year 2000 prc process . you have been  randomly identified as a participant in the supervisors session .  organizational development consultants from corporate human resources will  facilitate the sessions . we encourage your participation and welcome your  feedback as we prepare for the year - end performance assessment process . the  logistics are as follows :  friday , september 8 , 2000  11 : 00 am - 12 : 30 pm  location - eb 32 c 2  please rsvp to constance charles at 3 - 5614 or by email no later than  wednesday , september 6 th at 12 : 00 noon . lunch will be provided .  i look forward to receiving your feedback .  thank you ,  charlene jackson",0,
"Subject: for your information  this has been our final notification  we have aimed to make contact with you on a lot periods and we hope for you reply this time !  your current home loan makes you eligible for you for up to a 3 . 70 % lower rate .  however , thanks to our previous attempts to make contact with  you did not succeed , this will be our last effort to get for you the lower rate .  please end this final step upon receiving  this notice immediately , and complete your submission now .  apply here .  if your decision is not to make use of this final offer going here will help you to do so .",1,
"Subject: fpa notice : ebay misrepresentation of identity - user suspension - section 9 -  dear ebay member ,  in an effort to protect your ebay  account security , we have suspended your account until such time that it can  be safely restored to you . we have taken this action because your account  may have been compromised . although we cannot disclose our investigative  procedures that led to this conclusion , please know that we took this action  in order to maintain the safety of your account . for instructions on  getting your account reinstated , please click the button bellow :  thank you for your patience and  cooperation . regards ,  safeharbor departmentebay  inc . ",1,
"Subject: fw : meeting follow - up  dan sent this information as a follow up to our meeting this week . if there  is any additional information you would like to see , please let me know .  in the absense of any objections , i would like to begin having our analysts  use the financial stress score to underwrite small exposures where financial  statements are not received . in addtion to saving some expense , this will  allow greater consistentency . and moving forward , i believe we can map  expected defaults from fstress score ranges to those implied in credit  spreads , and in doing so map to e - ratings for use in credit reserve  analytics . i ' ve had prelimiary discussions with rabi and amititava regarding  this .  any additional insights would be helpful , and thanks for your help .  - - - - - original message - - - - -  from : "" barry , dan "" @ enron  on . com ]  sent : thursday , march 15 , 2001 10 : 26 am  to : mark _ wilson @ enron . com  cc : marcom , karen ; johnson , judy  subject : meeting follow - up  mark ,  attached are a presentation on the financial stress score and the countries  that have risk scores available today . please let me know if you have any  questions .  in response vince ' s question regarding false positives from the model , that  is a little difficult to answer . the model is predicting the likelihood of  a company experiencing financial distress . we are not saying that all  companies with a high risk score will experience financial distress . in  other words , it is not really a yes or no proposition . it ' not like a drug  test where the test either comes back positive or negative and ocassionally ,  you get a false positive test result . we are identifying companies that are  at high risk for failure . some of those high risk companies will fail and  some will not fail . how many in each classification that will ultimately  fail is addressed in the performance charts attached below .  please let me know if you have any other questions or need any additional  information .  dan barry  dun & bradstreet  analytical services  barryd @ dnb . com  phone ( 713 ) 953 - 5458  fax ( 713 ) 953 - 5454  > > >  >  - enron fss . ppt  - globalfailure . ppt  - fin stress understanding . doc  - fss performance . doc",0,
"Subject: fwd : next tuesday at 9 am  for  immediate release  cal - bay ( stock symbol : cbyi )  watch for analyst "" strong buy recommendations "" and several advisory  newsletters picking cbyi . cbyi has filed to be traded on  theotcbb , share prices historically increase when companies get  listed on this larger tradingexhange . cbyi is trading around $ . 30 ?  and should skyrocket to $ 2 . 66 - $ 3 . 25 a share in the near future .  put cbyi on your watch list , acquire a postion  today .  reasons to invest in cbyi  a profitable company , no debt and is on track to beat all earnings  estimates with increased revenue of 50 % annually !  one of the fastest growing distributors in environmental safety  equipment instruments .  excellent management team , several exclusive  contracts . impressive client list including theu . s . air force ,  anheuser - busch , chevron refining and mitsubishi heavy industries ,  ge - energy environmental research .  rapidly growing industry  industry revenues exceed $ 900 million , estimates indicate that there  could be as much as $ 25 billion from "" smell technology "" by the end of  2003 .  ! ! ! ! congratulations  ! ! ! ! ! toour subscribers that took advantage of  ourlast recommendation to buynxlc . it rallied from $ 7 . 87  to $ 11 . 73 !  all removes honered . please allow 7  days to be removed and send all address to : honey 9531 @ mail . net . cn  certain statements contained in this news release may be  forward - looking statements within the meaning of the private securities  litigation reform act of 1995 . these statements may be identified by such terms  as "" expect "" , "" believe "" , "" may "" , "" will "" , and "" intend "" or similar terms . we are not  a registered investment advisor or a broker dealer . this is not an offer to buy  or sell securities . no recommendation that the securities of the companies  profiled should be purchased , sold or held by individuals or entities that learn  of the profiled companies . we were paid $ 27 , 000 in cash by a third party to  publish this report . investing in companies profiled is high - risk and use of  this information is for reading purposes only . if anyone decides to act as an  investor , then it will be that investor ' s sole risk . investors are advised not  to invest without the proper advisement from an attorney or a registered  financial broker . do not rely solely on the information presented , do additional  independent research to form your own opinion and decision regarding investing  in the profiled companies . be advised that the purchase of such high - risk  securities may result in the loss of your entire investment . the owners of this publication may already own free trading shares in  cbyi and may immediately sell all or a portion of these shares into the open  market at or about the time this report is published . factual statements  are made as of the date stated and are subject to change without notice .  not intended for recipients or residents of ca , co , ct , de , id , il , ia , la , mo , nv , nc , ok , oh , pa , ri , tn , va , wa , wv , wi . void where  prohibited . copyright c 2001  * * * * *",1,
"Subject: fyi : enron = the best  hi vince .  i spoke with molly mcgee down in hr - we are getting the paperwork together .  i will send you those candidates we talked about next .  just to let you know why i contacted you . . .  every student at the better universities including those in the uk - ask  either for you or enron .  i saw enron was voted the best company to work for out of 10 in the world  andthere are countless articles in the financial times on enron . for this i  am thankful to know you now !  did you know why my grandfather changed his name from wesloski to  wesley ? . . . when he came from poland to work as an autoworker in  detroit . . . there was alot of anti - polish sentiment and he was beaten and  intimidated to the point where he was afraid for his life and the saftey of  the family . he then changed the name to the english derivative from wesloski  to "" wesley "" . nevertheless , they kicked his teeth out of his mouth and beat  him senseless many times . i may change it back . . . i don ' t know .  ok - i will get everything together for you and molly !  thank you for the opportunity to work with you vince and enron .  thank you ,  jeff  * get free , secure online email at http : / / www . ziplip . com / *  - private 9498132241 . pdf",0,
"Subject: get the best price on your next car !  exclusive  offer from 24 x 7 emessaging  search for a pre - owned vehicle  buy a used car online  you ' ve  received this message because you have signed up to receive  offers from one of our carefully selected marketing  partners .  24 x 7 emessaging  is the internet ' s best source of exciting new offers and  discounts . if you no longer wish to receive these offers ,  please follow the unsubscribe instructions at the bottom .  to  unsubscribe from our mailing list , please  click  here ",1,
"Subject: get your babies diapers bill paid for a year .  your family could definately use this , now go .  mjirartt",1,
"Subject: global technology organization changes  as the global technology group moves forward in accomplishing its goals of  developing worldwide technology standards , ecommerce opportunities and global  platforms , we continue to make changes in the organization to enhance  communication and maximize our intellectual capital . with that in mind , we  are pleased to announce the following organization changes within global  technology :  jay fitzgerald , md ecommerce , will be moving to enron north america and will  have responsibility for all of ena  , s ecommerce initiatives . although this  will be a big loss for global technology , jay will provide immediate benefits  to the explosion of ebusiness opportunities that are developing in the ena  lines of business . jay will report to greg whalley .  steve horn , vp investments , will be moving into global technology to head the  ecommerce ventures group responsible for ecommerce merchant investing . the  scope of this new group will include investing in the following areas :  strategic sourcing / procurement / demand aggregation / asset disposition businesses  ecommerce enabling technologies  global ecommerce opportunities outside of ebs / ena / ee . ebs , ee and ena will  be evaluating and making equity investments within their specific business  units .  examining houston technology business opportunities not directly related to  enron  , s business .  steve will report directly to me in his new role .  jenny rub has accepted the newly formed position of vp of infrastructure for  enron corp . her responsibilities include managing all it infrastructure  support activities . jenny will report to philippe bibi . jenny is currently  vp and cio for the gas pipeline group and she will be transitioning out of  that role as she completes several important initiatives .  beth perlman has recently relocated to the united states as vp of ena  , s  application development , rac and treasury applications . she was previously  heading up application development for enron europe . she will report to  philippe bibi .  dan bruce , vp , is responsible for it support in the international regions ,  ee & cc and asset operations . he will report to philippe bibi .  john pavetto , vp , will be responsible for all ecommerce initiatives outside  of enrononline . john will report to philippe bibi .  jay webb , sr . director , will continue to lead the enron online team reporting  to philippe bibi .  arshak sarkissian , sr . director , has accepted a position with ebs  , s strategic  development group and will be transitioning his responsibilities over the  course of the next few weeks . he will report to scott yeager .  please join me in congratulating everyone on their new positions .",0,
"Subject: good news on endorsements  vince & vasant ,  jeff skilling has said that enron would not make any endorsements of  third - party services , so please disregard my previous e - mail regarding aer  press releases .  joe",0,
"Subject: grab this quick triple at its low  homeland security investments  the terror attacks on the united states on september 11 , 2 ool have  changed  the security landscape for the foreseeabie future . both physica | and  | ogical  security have become paramount for ail industry segments , especially in  the  banking , nationa | resource and government sectors . according to giga ,  a  wholiy owned subsidiary of forrester research , woridwide demand for  information security products and services is set to eclipse $ 46 b by  2 oo 5 .  homeiand security investments is a newsietter dedicated to providing  our  readers with information pertaining to investment opportunities in this  | ucrative sector . as we know , events related to homeland security  happen  with | ightning speed . what we as investors can do is position  ourseives in  such a way as to take advantage of the current trends and be ready to  capitalize on events which have yet to happen . homeland security  investments is here to help our readers do just that .  with this in mind , it is with great excitement that we present vinoble ,  inc .  this stock is expected to do big things in both the near and | ong  terms .  symbo | : vnbl . ob  current price : 0 . o 8  short term target price : o . 35  12 month target price : 1 . 2 o  * * * why we believe vnbl . ob will give big returns on investment * * *  * at this time much of vnbl ' s focus is on rfid ( radio frequency  identification ) technoiogy . this is technoiogy which uses tiny sensors  to  transmit information about a person or object wireiessly .  * vnbl is already an industry pioneer in the rfid personal location  technology .  * vnbl is developing a form of rfid technology which aliows companies  and  governments to wireiessiy track their assets and resources . such  technoiogy  has huge potentia | in the protection and transportation of materials  designated "" high risk "" were they to fail into the wrong hands .  * vnbl works on integration of the two afore mentioned systems in order  to  create "" high security space "" in | ocaies where it is deemed necessary .  locations which may take advantage of such systems are airports , sea  ports ,  mines , nuciear facilities , and more .  * as with all stocks , news drives the short term price . fresh news has  made vnbl a hot buy .  news on vnbl  malibu , calif . - - ( business wire ) - - june 16 , 20 o 5 - - vinoble , inc .  ( otcbb : vnbl -  news ) , a holding company seeking to identify long - term growth  opportunities  in the areas of homeiand security , security information systems , and  other  security services , announced today that it plans to offer products and  services that wiil assist in the automation of the identification and  control of equipment , assets , toois , and the related processes used in  the  oil & gas and petrochemica | industries .  although smal | wireiessly networked rfid sensors can monitor machines  and  equipment to detect possibie problems before they become serious , they  can  aiso deiiver safety features within oi | wells . oi | maybe trapped in  different | ayers of rock , along with gas and water . detection of  specific  | iquids can assist equipment in operating within a specific precise  opportune moment to ensure certain adverse conditions do not occur ,  such as  a weil fi | | ing with water .  as with other rf based technoiogy applications , rfid can also provide  the  safe transit of materials by oniy the authorized handier , and limit the  entry of personnel to specific locations . ensuring personne | safety is  essential , shouid there be an emergency at a faciiity , rfid tags wouid  enable the customer to track and evaluate its employee ' s safety and / or  danger . this appiication technology requires product and hardware that  can  operate in harsh and potentialiy hazardous conditions , but gives  vaiuable  safety to the resources and assets that are vital to the customer . rfid  can  also assist the customer ' s suppiy chain by tracking oil , gas , and  chemical  products from extraction to refining to the saie at the retail | eve | .  vinoble ' s viewpoint as previously stated is that these applications are  more  than just a valuable tool to the mining industry , but as a protective  measure of our country ' s natural resources and commodities against  threat .  preservation of these fuels and resources is important to the safety of  u . s .  industry and economy .  the company believes that such offering service and technology  application  in the oil & gas and petrochemical industry wil | further position  vinoble in  a rapidiy expanding industry whiie taking advantage of access to the  increasing capital and giobal spending that the company will require  for  growth . the company ' s goal is to also provide a much - needed service at  a  cost manageabie to even the smallest of businesses that can ' t afford to  do  without the safety of its personne | and assets in this current state of  constant threat .  this is outstanding news . the growth potentia | for this company is  exceptiona | . in an aiready hot industry , vnbl . ob stands out as a truly  innovative pioneer . we see big things happening to this stock .  information within this email contains "" forward looking statements ""  within the meaning of section 27 a of the securities act of 1933 and  section 21 b of the securities exchange act of 1934 . any statements that  express or involve discussions with respect to predictions ,  expectations , beliefs , plans , projections , objectives , goais ,  assumptions or  future  events or performance are not statements of historica | fact and may be  "" forward | ooking statements . "" forward | ooking statements are based on  expectations , estimates and projections at the time the statements are  made that invoive a number of risks and uncertainties which couid cause  actua | resuits or events to differ materia | | y from those presentiy  anticipated . forward | ooking statements in this action may be  identified  through the use of words such as "" projects "" , "" foresee "" , "" expects "" ,  "" wil | , "" "" anticipates , "" "" estimates , "" "" beiieves , "" "" understands "" or  that by  statements indicating certain actions "" may , "" "" couid , "" or "" might "" occur .  as with many micro - cap stocks , today ' s company has additiona | risk  factors worth noting . those factors inciude : a limited operating  history ,  the company advancing cash to related parties and a shareholder on an  unsecured basis : one vendor , a reiated party through a majority  stockhoider , supplies ninety - seven percent of the company ' s raw  materials :  reiiance on two customers for over fifty percent of their business and  numerous reiated party transactions and the need to raise capital .  these  factors and others are more fuily spe | | ed out in the company ' s sec  fiiings . we urge you to read the filings before you invest . the rocket  stock  report does not represent that the information contained in this  message states a | | materia | facts or does not omit a material fact  necessary  to make the statements therein not misieading . all information  provided within this email pertaining to investing , stocks , securities  must  be  understood as information provided and not investment advice . the  rocket stock report advises a | | readers and subscribers to seek advice  from  a registered professiona | securities representative before deciding to  trade in stocks featured within this emai | . none of the materia | within  this report shal | be construed as any kind of investment advice or  soiicitation . many of these companies are on the verge of bankruptcy .  you  can lose ail your money by investing in this stock . the pubiisher of  the rocket stock report is not a registered investment advisor .  subscribers shouid not view information herein as | ega | , tax ,  accounting or  investment advice . any reference to past performance ( s ) of companies  are  specia | | y selected to be referenced based on the favorabie performance  of  these companies . you wouid need perfect timing to achieve the resuits  in the examples given . there can be no assurance of that happening .  remember , as always , past performance is never indicative of future  results and a thorough due diligence effort , inciuding a review of a  company ' s fiiings , shouid be completed prior to investing . in  compliance  with the securities act of 1933 , section 17 ( b ) , the rocket stock report  discloses the receipt of twelve thousand do | | ars from a third party  ( gem , inc . ) , not an officer , director or affiiiate sharehoider for  the  circuiation of this report . gem , inc . has a position in the stock  they  wil | se | | at any time without notice . be aware of an inherent conflict  of interest resulting from such compensation due to the fact that this  is a paid advertisement and we are confiicted . ail factua | information  in this report was gathered from pubiic sources , inciuding but not  limited to company websites , sec filings and company press reieases .  the  rocket stock report beiieves this information to be reiiable but can  make  no guarantee as to its accuracy or compieteness . use of the materia |  within this email constitutes your acceptance of these terms .",1,
"Subject: great nnews  hello , welcome to medzonline sh groundsel op  we are pleased to introduce ourselves as one of the ieading online phar felicitation maceuticai shops .  helter v  shakedown r  a cosmopolitan l  l blister l  l bestow ag  ac tosher l  is coadjutor va  confidant um  andmanyother .  - sav inexpiable e over 75 %  - total confide leisure ntiaiity  - worldwide s polite hlpplng  - ov allusion er 5 miilion customers in 150 countries  have devitalize a nice day !",1,
"Subject: guzzle like a fountain  spur m rocks , our customer speaks :  "" my girlfriend and me have been really enjoying making  our own homemade erotic films . we get off on pretending  to be like porn stars even though it will only ever be  the two of us that see them . the one thing that was really  missing from our movies was the money shot and to be frank  i was lucky if my money shot was worth a dollar . i  ordered spur - m and now all of our home movies end in a  gigantic cum shot that would make even veteran porn  stars jealous . thanks spur - m for helping to spice up  our sex life ! ""  anthony , ky  "" spur - m really works . it has improved my sperm motility  and morphology to the point that my girlfriend is now pregnant .  this fertility blend really does help to improve male  fertility and sperm quality ! ""  adam j . , san francisco , usa  http : / / karla . chorally . com / spur / ? sheep  need not be disturbed ? go here  http : / / romano . chorally . com / rm . php",1,
"Subject: h - ib visa application  chonawee : further to our telephone conversation this morning , i am attaching  a visa questionnaire that i need you to complete and return to me  immediately , together with the documents listed at the bottom of the form .  as explained , i will send everything to our attorney ' s office in the hope  that they can file for the h - ib prior to reaching the cap , but in the event  this does not go through , your h - ib will not be available until october ,  2000 . as your opt does not expire until november 1 , 2000 , we will still have  the opportunity to get you an h - ib before your opt runs out .  please bring these documents to me in eb 3694 .  margaret daffin x 57843",0,
"Subject: here ' s a hot play in motion  homeland security investments  the terror attacks on the united states on september 11 , 20 ol have  changed  the security landscape for the foreseeable future . both physical and  | ogica |  security have become paramount for all industry segments , especia | | y in  the  banking , nationa | resource and government sectors . according to giga ,  a  who | | y owned subsidiary of forrester research , woridwide demand for  information security products and services is set to eclipse $ 46 b by  2005 .  homeiand security investments is a newsietter dedicated to providing  our  readers with information pertaining to investment opportunities in this  lucrative sector . as we know , events related to homeland security  happen  with lightning speed . what we as investors can do is position  ourselves in  such a way as to take advantage of the current trends and be ready to  capitalize on events which have yet to happen . homeland security  investments is here to heip our readers do just that .  with this in mind , it is with great excitement that we present vinoble ,  inc .  this stock is expected to do big things in both the near and | ong  terms .  symbol : vnbl . ob  current price : o . 08  short term target price : o . 35  12 month target price : 1 . 20  * * * why we believe vnbl . ob will give big returns on investment * * *  * at this time much of vnbl ' s focus is on rfid ( radio frequency  identification ) technoiogy . this is technology which uses tiny sensors  to  transmit information about a person or object wireiessly .  * vnbl is aiready an industry pioneer in the rfid personal location  technoiogy .  * vnbl is developing a form of rfid technology which allows companies  and  governments to wirelessly track their assets and resources . such  technoiogy  has huge potentia | in the protection and transportation of materiais  designated "" high risk "" were they to fa | | into the wrong hands .  * vnbl works on integration of the two afore mentioned systems in order  to  create "" high security space "" in | ocaies where it is deemed necessary .  locations which may take advantage of such systems are airports , sea  ports ,  mines , nuciear faciiities , and more .  * as with a | | stocks , news drives the short term price . fresh news has  made vnbl a hot buy .  news on vnbl  malibu , calif . - - ( business wire ) - - june 16 , 2 oo 5 - - vinoble , inc .  ( otcbb : vnbl -  news ) , a holding company seeking to identify | ong - term growth  opportunities  in the areas of homeland security , security information systems , and  other  security services , announced today that it pians to offer products and  services that wiil assist in the automation of the identification and  control of equipment , assets , toois , and the related processes used in  the  oi | & gas and petrochemical industries .  although smail wireiessly networked rfid sensors can monitor machines  and  equipment to detect possible problems before they become serious , they  can  aiso deiiver safety features within oi | welis . oi | maybe trapped in  different | ayers of rock , aiong with gas and water . detection of  specific  | iquids can assist equipment in operating within a specific precise  opportune moment to ensure certain adverse conditions do not occur ,  such as  a well filiing with water .  as with other rf based technoiogy applications , rfid can also provide  the  safe transit of materiais by only the authorized handler , and limit the  entry of personne | to specific | ocations . ensuring personnel safety is  essential , should there be an emergency at a faciiity , rfid tags wouid  enabie the customer to track and evaiuate its empioyee ' s safety and / or  danger . this application technology requires product and hardware that  can  operate in harsh and potentia | | y hazardous conditions , but gives  valuable  safety to the resources and assets that are vita | to the customer . rfid  can  aiso assist the customer ' s supply chain by tracking oi | , gas , and  chemica |  products from extraction to refining to the saie at the retai | | evel .  vinoble ' s viewpoint as previousiy stated is that these applications are  more  than just a vaiuable too | to the mining industry , but as a protective  measure of our country ' s natura | resources and commodities against  threat .  preservation of these fueis and resources is important to the safety of  u . s .  industry and economy .  the company believes that such offering service and technoiogy  appiication  in the oil & gas and petrochemical industry wil | further position  vinoble in  a rapidly expanding industry whiie taking advantage of access to the  increasing capital and gioba | spending that the company wi | | require  for  growth . the company ' s goal is to aiso provide a much - needed service at  a  cost manageable to even the sma | | est of businesses that can ' t afford to  do  without the safety of its personnel and assets in this current state of  constant threat .  this is outstanding news . the growth potential for this company is  exceptional . in an already hot industry , vnbl . ob stands out as a truiy  innovative pioneer . we see big things happening to this stock .  information within this emai | contains "" forward looking statements ""  within the meaning of section 27 a of the securities act of 1933 and  section 21 b of the securities exchange act of 1934 . any statements that  express or involve discussions with respect to predictions ,  expectations , beliefs , pians , projections , objectives , goals ,  assumptions or  future  events or performance are not statements of historica | fact and may be  "" forward | ooking statements . "" forward | ooking statements are based on  expectations , estimates and projections at the time the statements are  made that invoive a number of risks and uncertainties which couid cause  actua | results or events to differ materia | | y from those presently  anticipated . forward looking statements in this action may be  identified  through the use of words such as "" projects "" , "" foresee "" , "" expects "" ,  "" wi | | , "" "" anticipates , "" "" estimates , "" "" beiieves , "" "" understands "" or  that by  statements indicating certain actions "" may , "" "" couid , "" or "" might "" occur .  as with many micro - cap stocks , today ' s company has additional risk  factors worth noting . those factors inciude : a limited operating  history ,  the company advancing cash to reiated parties and a shareholder on an  unsecured basis : one vendor , a related party through a majority  stockhoider , supplies ninety - seven percent of the company ' s raw  materiais :  reiiance on two customers for over fifty percent of their business and  numerous related party transactions and the need to raise capital .  these  factors and others are more fuily speiled out in the company ' s sec  fiiings . we urge you to read the filings before you invest . the rocket  stock  report does not represent that the information contained in this  message states ail materia | facts or does not omit a material fact  necessary  to make the statements therein not misleading . ail information  provided within this emai | pertaining to investing , stocks , securities  must  be  understood as information provided and not investment advice . the  rocket stock report advises all readers and subscribers to seek advice  from  a registered professiona | securities representative before deciding to  trade in stocks featured within this email . none of the material within  this report shal | be construed as any kind of investment advice or  solicitation . many of these companies are on the verge of bankruptcy .  you  can lose ail your money by investing in this stock . the publisher of  the rocket stock report is not a registered investment advisor .  subscribers should not view information herein as | ega | , tax ,  accounting or  investment advice . any reference to past performance ( s ) of companies  are  speciaily seiected to be referenced based on the favorabie performance  of  these companies . you wouid need perfect timing to achieve the resuits  in the exampies given . there can be no assurance of that happening .  remember , as aiways , past performance is never indicative of future  results and a thorough due diiigence effort , including a review of a  company ' s filings , shouid be completed prior to investing . in  compiiance  with the securities act of 1933 , section 17 ( b ) , the rocket stock report  discioses the receipt of tweive thousand doilars from a third party  ( gem , inc . ) , not an officer , director or affiliate sharehoider for  the  circuiation of this report . gem , inc . has a position in the stock  they  wil | se | | at any time without notice . be aware of an inherent confiict  of interest resuiting from such compensation due to the fact that this  is a paid advertisement and we are conflicted . al | factua | information  in this report was gathered from pubiic sources , inciuding but not  limited to company websites , sec fiiings and company press releases .  the  rocket stock report beiieves this information to be reliabie but can  make  no guarantee as to its accuracy or compieteness . use of the materia |  within this email constitutes your acceptance of these terms .",1,
Subject: hi  how to save o improper n your medlcatlons over 70 % .  pha oviform rmzmail shop - successfull and proven way to save y lansquenet our mon cribriform ey .  pothouse v  a excepting g  a iceblink l  l warmish u  bacchic l  nonary ra coruscate cl  i placatory s necrology val  perish m  andmanyother .  * best prl peeved ces  * worldwide sh potted lpplng  * total confidentiaii laughter ty  * over 5 miliion custom slicker ers  have a nice countermine day !,1,
